Z,N,AME2003,AME2003_sd,AME2016,AME2016_sd,JYFLTRAP2017,JYFLTRAP2017_sd,TRIUMF2018,TRIUMF2018_sd,RIKEN2018,RIKEN2018_sd,NEW2018,NEW2018_sd
92,132,1710.286884,0.025315,1710.278317,0.023171,*,*,*,*,*,*,*,*
92,134,1724.814378,0.01304,1724.814335,0.012999,*,*,*,*,*,*,*,*
92,136,1739.061141,0.014952,1739.063614,0.014354,*,*,*,*,*,*,*,*
92,138,1752.81377,0.004761,1752.813474,0.004509,*,*,*,*,*,*,*,*
92,140,1765.960378,0.002203,1765.961582,0.001809,*,*,*,*,*,*,*,*
92,142,1778.567123,0.001827,1778.568723,0.00113,*,*,*,*,*,*,*,*
92,144,1790.410058,0.001826,1790.411739,0.001113,*,*,*,*,*,*,*,*
92,146,1801.690071,0.001904,1801.691236,0.001493,*,*,*,*,*,*,*,*
92,148,1812.426557,0.005154,1812.42615,0.002553,*,*,*,*,*,*,*,*
92,150,*,*,*,*,*,*,*,*,*,*,*,*
92,152,*,*,*,*,*,*,*,*,*,*,*,*
92,154,*,*,*,*,*,*,*,*,*,*,*,*
92,156,*,*,*,*,*,*,*,*,*,*,*,*
92,158,*,*,*,*,*,*,*,*,*,*,*,*
92,160,*,*,*,*,*,*,*,*,*,*,*,*
92,162,*,*,*,*,*,*,*,*,*,*,*,*
92,164,*,*,*,*,*,*,*,*,*,*,*,*
92,166,*,*,*,*,*,*,*,*,*,*,*,*
92,168,*,*,*,*,*,*,*,*,*,*,*,*
92,170,*,*,*,*,*,*,*,*,*,*,*,*
92,172,*,*,*,*,*,*,*,*,*,*,*,*
92,174,*,*,*,*,*,*,*,*,*,*,*,*
92,176,*,*,*,*,*,*,*,*,*,*,*,*
92,178,*,*,*,*,*,*,*,*,*,*,*,*
92,180,*,*,*,*,*,*,*,*,*,*,*,*
92,182,*,*,*,*,*,*,*,*,*,*,*,*
92,184,*,*,*,*,*,*,*,*,*,*,*,*
92,186,*,*,*,*,*,*,*,*,*,*,*,*
92,188,*,*,*,*,*,*,*,*,*,*,*,*
92,190,*,*,*,*,*,*,*,*,*,*,*,*
92,192,*,*,*,*,*,*,*,*,*,*,*,*
92,194,*,*,*,*,*,*,*,*,*,*,*,*
92,196,*,*,*,*,*,*,*,*,*,*,*,*
92,198,*,*,*,*,*,*,*,*,*,*,*,*
92,200,*,*,*,*,*,*,*,*,*,*,*,*
92,202,*,*,*,*,*,*,*,*,*,*,*,*
92,204,*,*,*,*,*,*,*,*,*,*,*,*
92,206,*,*,*,*,*,*,*,*,*,*,*,*
92,208,*,*,*,*,*,*,*,*,*,*,*,*
92,210,*,*,*,*,*,*,*,*,*,*,*,*
92,212,*,*,*,*,*,*,*,*,*,*,*,*
92,214,*,*,*,*,*,*,*,*,*,*,*,*
92,216,*,*,*,*,*,*,*,*,*,*,*,*
92,218,*,*,*,*,*,*,*,*,*,*,*,*
92,220,*,*,*,*,*,*,*,*,*,*,*,*
92,222,*,*,*,*,*,*,*,*,*,*,*,*
92,224,*,*,*,*,*,*,*,*,*,*,*,*
92,226,*,*,*,*,*,*,*,*,*,*,*,*
92,228,*,*,*,*,*,*,*,*,*,*,*,*
92,230,*,*,*,*,*,*,*,*,*,*,*,*
92,232,*,*,*,*,*,*,*,*,*,*,*,*
92,234,*,*,*,*,*,*,*,*,*,*,*,*
92,236,*,*,*,*,*,*,*,*,*,*,*,*
92,238,*,*,*,*,*,*,*,*,*,*,*,*
92,240,*,*,*,*,*,*,*,*,*,*,*,*
92,242,*,*,*,*,*,*,*,*,*,*,*,*
92,244,*,*,*,*,*,*,*,*,*,*,*,*
92,246,*,*,*,*,*,*,*,*,*,*,*,*
92,248,*,*,*,*,*,*,*,*,*,*,*,*
92,250,*,*,*,*,*,*,*,*,*,*,*,*
92,252,*,*,*,*,*,*,*,*,*,*,*,*
92,254,*,*,*,*,*,*,*,*,*,*,*,*
92,256,*,*,*,*,*,*,*,*,*,*,*,*
92,258,*,*,*,*,*,*,*,*,*,*,*,*
92,260,*,*,*,*,*,*,*,*,*,*,*,*
92,262,*,*,*,*,*,*,*,*,*,*,*,*
92,264,*,*,*,*,*,*,*,*,*,*,*,*
92,266,*,*,*,*,*,*,*,*,*,*,*,*
92,268,*,*,*,*,*,*,*,*,*,*,*,*
92,270,*,*,*,*,*,*,*,*,*,*,*,*
92,272,*,*,*,*,*,*,*,*,*,*,*,*
92,274,*,*,*,*,*,*,*,*,*,*,*,*
92,276,*,*,*,*,*,*,*,*,*,*,*,*
92,278,*,*,*,*,*,*,*,*,*,*,*,*
92,280,*,*,*,*,*,*,*,*,*,*,*,*
92,282,*,*,*,*,*,*,*,*,*,*,*,*
92,284,*,*,*,*,*,*,*,*,*,*,*,*
92,286,*,*,*,*,*,*,*,*,*,*,*,*
92,288,*,*,*,*,*,*,*,*,*,*,*,*
92,290,*,*,*,*,*,*,*,*,*,*,*,*
92,292,*,*,*,*,*,*,*,*,*,*,*,*
92,294,*,*,*,*,*,*,*,*,*,*,*,*
92,296,*,*,*,*,*,*,*,*,*,*,*,*
92,298,*,*,*,*,*,*,*,*,*,*,*,*
92,300,*,*,*,*,*,*,*,*,*,*,*,*
94,106,*,*,*,*,*,*,*,*,*,*,*,*
94,108,*,*,*,*,*,*,*,*,*,*,*,*
94,110,*,*,*,*,*,*,*,*,*,*,*,*
94,112,*,*,*,*,*,*,*,*,*,*,*,*
94,114,*,*,*,*,*,*,*,*,*,*,*,*
94,116,*,*,*,*,*,*,*,*,*,*,*,*
94,118,*,*,*,*,*,*,*,*,*,*,*,*
94,120,*,*,*,*,*,*,*,*,*,*,*,*
94,122,*,*,*,*,*,*,*,*,*,*,*,*
94,124,*,*,*,*,*,*,*,*,*,*,*,*
94,126,*,*,*,*,*,*,*,*,*,*,*,*
94,128,*,*,*,*,*,*,*,*,*,*,*,*
94,130,*,*,*,*,*,*,*,*,*,*,*,*
94,132,*,*,*,*,*,*,*,*,*,*,*,*
94,134,1730.632927,0.032485,1730.633804,0.029143,*,*,*,*,*,*,*,*
94,136,1745.930178,0.015096,1745.929418,0.014824,*,*,*,*,*,*,*,*
94,138,1760.640912,0.018086,1760.643306,0.017595,*,*,*,*,*,*,*,*
94,140,1774.799485,0.006967,1774.799111,0.006798,*,*,*,*,*,*,*,*
94,142,1788.388999,0.002205,1788.390124,0.001811,*,*,*,*,*,*,*,*
94,144,1801.269608,0.001834,1801.27114,0.001139,*,*,*,*,*,*,*,*
94,146,1813.449994,0.001825,1813.451609,0.001106,*,*,*,*,*,*,*,*
94,148,1825.001235,0.00186,1825.002693,0.001245,*,*,*,*,*,*,*,*
94,150,1836.056706,0.005053,1836.056233,0.002346,*,*,*,*,*,*,*,*
94,152,1846.609706,0.015255,1846.610095,0.014985,*,*,*,*,*,*,*,*
94,154,*,*,*,*,*,*,*,*,*,*,*,*
94,156,*,*,*,*,*,*,*,*,*,*,*,*
94,158,*,*,*,*,*,*,*,*,*,*,*,*
94,160,*,*,*,*,*,*,*,*,*,*,*,*
94,162,*,*,*,*,*,*,*,*,*,*,*,*
94,164,*,*,*,*,*,*,*,*,*,*,*,*
94,166,*,*,*,*,*,*,*,*,*,*,*,*
94,168,*,*,*,*,*,*,*,*,*,*,*,*
94,170,*,*,*,*,*,*,*,*,*,*,*,*
94,172,*,*,*,*,*,*,*,*,*,*,*,*
94,174,*,*,*,*,*,*,*,*,*,*,*,*
94,176,*,*,*,*,*,*,*,*,*,*,*,*
94,178,*,*,*,*,*,*,*,*,*,*,*,*
94,180,*,*,*,*,*,*,*,*,*,*,*,*
94,182,*,*,*,*,*,*,*,*,*,*,*,*
94,184,*,*,*,*,*,*,*,*,*,*,*,*
94,186,*,*,*,*,*,*,*,*,*,*,*,*
94,188,*,*,*,*,*,*,*,*,*,*,*,*
94,190,*,*,*,*,*,*,*,*,*,*,*,*
94,192,*,*,*,*,*,*,*,*,*,*,*,*
94,194,*,*,*,*,*,*,*,*,*,*,*,*
94,196,*,*,*,*,*,*,*,*,*,*,*,*
94,198,*,*,*,*,*,*,*,*,*,*,*,*
94,200,*,*,*,*,*,*,*,*,*,*,*,*
94,202,*,*,*,*,*,*,*,*,*,*,*,*
94,204,*,*,*,*,*,*,*,*,*,*,*,*
94,206,*,*,*,*,*,*,*,*,*,*,*,*
94,208,*,*,*,*,*,*,*,*,*,*,*,*
94,210,*,*,*,*,*,*,*,*,*,*,*,*
94,212,*,*,*,*,*,*,*,*,*,*,*,*
94,214,*,*,*,*,*,*,*,*,*,*,*,*
94,216,*,*,*,*,*,*,*,*,*,*,*,*
94,218,*,*,*,*,*,*,*,*,*,*,*,*
94,220,*,*,*,*,*,*,*,*,*,*,*,*
94,222,*,*,*,*,*,*,*,*,*,*,*,*
94,224,*,*,*,*,*,*,*,*,*,*,*,*
94,226,*,*,*,*,*,*,*,*,*,*,*,*
94,228,*,*,*,*,*,*,*,*,*,*,*,*
94,230,*,*,*,*,*,*,*,*,*,*,*,*
94,232,*,*,*,*,*,*,*,*,*,*,*,*
94,234,*,*,*,*,*,*,*,*,*,*,*,*
94,236,*,*,*,*,*,*,*,*,*,*,*,*
94,238,*,*,*,*,*,*,*,*,*,*,*,*
94,240,*,*,*,*,*,*,*,*,*,*,*,*
94,242,*,*,*,*,*,*,*,*,*,*,*,*
94,244,*,*,*,*,*,*,*,*,*,*,*,*
94,246,*,*,*,*,*,*,*,*,*,*,*,*
94,248,*,*,*,*,*,*,*,*,*,*,*,*
94,250,*,*,*,*,*,*,*,*,*,*,*,*
94,252,*,*,*,*,*,*,*,*,*,*,*,*
94,254,*,*,*,*,*,*,*,*,*,*,*,*
94,256,*,*,*,*,*,*,*,*,*,*,*,*
94,258,*,*,*,*,*,*,*,*,*,*,*,*
94,260,*,*,*,*,*,*,*,*,*,*,*,*
94,262,*,*,*,*,*,*,*,*,*,*,*,*
94,264,*,*,*,*,*,*,*,*,*,*,*,*
94,266,*,*,*,*,*,*,*,*,*,*,*,*
94,268,*,*,*,*,*,*,*,*,*,*,*,*
94,270,*,*,*,*,*,*,*,*,*,*,*,*
94,272,*,*,*,*,*,*,*,*,*,*,*,*
94,274,*,*,*,*,*,*,*,*,*,*,*,*
94,276,*,*,*,*,*,*,*,*,*,*,*,*
94,278,*,*,*,*,*,*,*,*,*,*,*,*
94,280,*,*,*,*,*,*,*,*,*,*,*,*
94,282,*,*,*,*,*,*,*,*,*,*,*,*
94,284,*,*,*,*,*,*,*,*,*,*,*,*
94,286,*,*,*,*,*,*,*,*,*,*,*,*
94,288,*,*,*,*,*,*,*,*,*,*,*,*
94,290,*,*,*,*,*,*,*,*,*,*,*,*
94,292,*,*,*,*,*,*,*,*,*,*,*,*
94,294,*,*,*,*,*,*,*,*,*,*,*,*
94,296,*,*,*,*,*,*,*,*,*,*,*,*
94,298,*,*,*,*,*,*,*,*,*,*,*,*
94,300,*,*,*,*,*,*,*,*,*,*,*,*
96,108,*,*,*,*,*,*,*,*,*,*,*,*
96,110,*,*,*,*,*,*,*,*,*,*,*,*
96,112,*,*,*,*,*,*,*,*,*,*,*,*
96,114,*,*,*,*,*,*,*,*,*,*,*,*
96,116,*,*,*,*,*,*,*,*,*,*,*,*
96,118,*,*,*,*,*,*,*,*,*,*,*,*
96,120,*,*,*,*,*,*,*,*,*,*,*,*
96,122,*,*,*,*,*,*,*,*,*,*,*,*
96,124,*,*,*,*,*,*,*,*,*,*,*,*
96,126,*,*,*,*,*,*,*,*,*,*,*,*
96,128,*,*,*,*,*,*,*,*,*,*,*,*
96,130,*,*,*,*,*,*,*,*,*,*,*,*
96,132,*,*,*,*,*,*,*,*,*,*,*,*
96,134,*,*,*,*,*,*,*,*,*,*,*,*
96,136,*,*,*,*,*,*,*,*,*,*,*,*
96,138,1766.860823,0.018204,1766.859782,0.017394,*,*,*,*,*,*,*,*
96,140,*,*,1781.872006,0.018315,*,*,*,*,*,*,*,*
96,142,1796.473773,0.036629,1796.424499,0.012234,*,*,*,*,*,*,*,*
96,144,1810.286889,0.002285,1810.288017,0.001906,*,*,*,*,*,*,*,*
96,146,1823.349741,0.001835,1823.351195,0.001142,*,*,*,*,*,*,*,*
96,148,1835.843943,0.001825,1835.845698,0.001107,*,*,*,*,*,*,*,*
96,150,1847.821791,0.002061,1847.823263,0.001526,*,*,*,*,*,*,*,*
96,152,1859.190664,0.005055,1859.190111,0.002358,*,*,*,*,*,*,*,*
96,154,1869.736464,0.011205,1869.735908,0.010274,*,*,*,*,*,*,*,*
96,156,*,*,*,*,*,*,*,*,*,*,*,*
96,158,*,*,*,*,*,*,*,*,*,*,*,*
96,160,*,*,*,*,*,*,*,*,*,*,*,*
96,162,*,*,*,*,*,*,*,*,*,*,*,*
96,164,*,*,*,*,*,*,*,*,*,*,*,*
96,166,*,*,*,*,*,*,*,*,*,*,*,*
96,168,*,*,*,*,*,*,*,*,*,*,*,*
96,170,*,*,*,*,*,*,*,*,*,*,*,*
96,172,*,*,*,*,*,*,*,*,*,*,*,*
96,174,*,*,*,*,*,*,*,*,*,*,*,*
96,176,*,*,*,*,*,*,*,*,*,*,*,*
96,178,*,*,*,*,*,*,*,*,*,*,*,*
96,180,*,*,*,*,*,*,*,*,*,*,*,*
96,182,*,*,*,*,*,*,*,*,*,*,*,*
96,184,*,*,*,*,*,*,*,*,*,*,*,*
96,186,*,*,*,*,*,*,*,*,*,*,*,*
96,188,*,*,*,*,*,*,*,*,*,*,*,*
96,190,*,*,*,*,*,*,*,*,*,*,*,*
96,192,*,*,*,*,*,*,*,*,*,*,*,*
96,194,*,*,*,*,*,*,*,*,*,*,*,*
96,196,*,*,*,*,*,*,*,*,*,*,*,*
96,198,*,*,*,*,*,*,*,*,*,*,*,*
96,200,*,*,*,*,*,*,*,*,*,*,*,*
96,202,*,*,*,*,*,*,*,*,*,*,*,*
96,204,*,*,*,*,*,*,*,*,*,*,*,*
96,206,*,*,*,*,*,*,*,*,*,*,*,*
96,208,*,*,*,*,*,*,*,*,*,*,*,*
96,210,*,*,*,*,*,*,*,*,*,*,*,*
96,212,*,*,*,*,*,*,*,*,*,*,*,*
96,214,*,*,*,*,*,*,*,*,*,*,*,*
96,216,*,*,*,*,*,*,*,*,*,*,*,*
96,218,*,*,*,*,*,*,*,*,*,*,*,*
96,220,*,*,*,*,*,*,*,*,*,*,*,*
96,222,*,*,*,*,*,*,*,*,*,*,*,*
96,224,*,*,*,*,*,*,*,*,*,*,*,*
96,226,*,*,*,*,*,*,*,*,*,*,*,*
96,228,*,*,*,*,*,*,*,*,*,*,*,*
96,230,*,*,*,*,*,*,*,*,*,*,*,*
96,232,*,*,*,*,*,*,*,*,*,*,*,*
96,234,*,*,*,*,*,*,*,*,*,*,*,*
96,236,*,*,*,*,*,*,*,*,*,*,*,*
96,238,*,*,*,*,*,*,*,*,*,*,*,*
96,240,*,*,*,*,*,*,*,*,*,*,*,*
96,242,*,*,*,*,*,*,*,*,*,*,*,*
96,244,*,*,*,*,*,*,*,*,*,*,*,*
96,246,*,*,*,*,*,*,*,*,*,*,*,*
96,248,*,*,*,*,*,*,*,*,*,*,*,*
96,250,*,*,*,*,*,*,*,*,*,*,*,*
96,252,*,*,*,*,*,*,*,*,*,*,*,*
96,254,*,*,*,*,*,*,*,*,*,*,*,*
96,256,*,*,*,*,*,*,*,*,*,*,*,*
96,258,*,*,*,*,*,*,*,*,*,*,*,*
96,260,*,*,*,*,*,*,*,*,*,*,*,*
96,262,*,*,*,*,*,*,*,*,*,*,*,*
96,264,*,*,*,*,*,*,*,*,*,*,*,*
96,266,*,*,*,*,*,*,*,*,*,*,*,*
96,268,*,*,*,*,*,*,*,*,*,*,*,*
96,270,*,*,*,*,*,*,*,*,*,*,*,*
96,272,*,*,*,*,*,*,*,*,*,*,*,*
96,274,*,*,*,*,*,*,*,*,*,*,*,*
96,276,*,*,*,*,*,*,*,*,*,*,*,*
96,278,*,*,*,*,*,*,*,*,*,*,*,*
96,280,*,*,*,*,*,*,*,*,*,*,*,*
96,282,*,*,*,*,*,*,*,*,*,*,*,*
96,284,*,*,*,*,*,*,*,*,*,*,*,*
96,286,*,*,*,*,*,*,*,*,*,*,*,*
96,288,*,*,*,*,*,*,*,*,*,*,*,*
96,290,*,*,*,*,*,*,*,*,*,*,*,*
96,292,*,*,*,*,*,*,*,*,*,*,*,*
96,294,*,*,*,*,*,*,*,*,*,*,*,*
96,296,*,*,*,*,*,*,*,*,*,*,*,*
96,298,*,*,*,*,*,*,*,*,*,*,*,*
96,300,*,*,*,*,*,*,*,*,*,*,*,*
98,112,*,*,*,*,*,*,*,*,*,*,*,*
98,114,*,*,*,*,*,*,*,*,*,*,*,*
98,116,*,*,*,*,*,*,*,*,*,*,*,*
98,118,*,*,*,*,*,*,*,*,*,*,*,*
98,120,*,*,*,*,*,*,*,*,*,*,*,*
98,122,*,*,*,*,*,*,*,*,*,*,*,*
98,124,*,*,*,*,*,*,*,*,*,*,*,*
98,126,*,*,*,*,*,*,*,*,*,*,*,*
98,128,*,*,*,*,*,*,*,*,*,*,*,*
98,130,*,*,*,*,*,*,*,*,*,*,*,*
98,132,*,*,*,*,*,*,*,*,*,*,*,*
98,134,*,*,*,*,*,*,*,*,*,*,*,*
98,136,*,*,*,*,*,*,*,*,*,*,*,*
98,138,*,*,*,*,*,*,*,*,*,*,*,*
98,140,*,*,*,*,*,*,*,*,*,*,*,*
98,142,*,*,1802.456713,0.0187,*,*,*,*,*,*,*,*
98,144,1817.252679,0.036854,1817.203327,0.012892,*,*,*,*,*,*,*,*
98,146,1831.253681,0.00292,1831.254749,0.002618,*,*,*,*,*,*,*,*
98,148,1844.783831,0.00209,1844.785272,0.001515,*,*,*,*,*,*,*,*
98,150,1857.778434,0.005323,1857.780188,0.005121,*,*,*,*,*,*,*,*
98,152,1869.989043,0.00207,1869.990445,0.001538,*,*,*,*,*,*,*,*
98,154,1881.269485,0.005055,1881.268855,0.002358,*,*,*,*,*,*,*,*
98,156,1892.10534,0.012303,1892.104706,0.011462,*,*,*,*,*,*,*,*
98,158,*,*,*,*,*,*,*,*,*,*,*,*
98,160,*,*,*,*,*,*,*,*,*,*,*,*
98,162,*,*,*,*,*,*,*,*,*,*,*,*
98,164,*,*,*,*,*,*,*,*,*,*,*,*
98,166,*,*,*,*,*,*,*,*,*,*,*,*
98,168,*,*,*,*,*,*,*,*,*,*,*,*
98,170,*,*,*,*,*,*,*,*,*,*,*,*
98,172,*,*,*,*,*,*,*,*,*,*,*,*
98,174,*,*,*,*,*,*,*,*,*,*,*,*
98,176,*,*,*,*,*,*,*,*,*,*,*,*
98,178,*,*,*,*,*,*,*,*,*,*,*,*
98,180,*,*,*,*,*,*,*,*,*,*,*,*
98,182,*,*,*,*,*,*,*,*,*,*,*,*
98,184,*,*,*,*,*,*,*,*,*,*,*,*
98,186,*,*,*,*,*,*,*,*,*,*,*,*
98,188,*,*,*,*,*,*,*,*,*,*,*,*
98,190,*,*,*,*,*,*,*,*,*,*,*,*
98,192,*,*,*,*,*,*,*,*,*,*,*,*
98,194,*,*,*,*,*,*,*,*,*,*,*,*
98,196,*,*,*,*,*,*,*,*,*,*,*,*
98,198,*,*,*,*,*,*,*,*,*,*,*,*
98,200,*,*,*,*,*,*,*,*,*,*,*,*
98,202,*,*,*,*,*,*,*,*,*,*,*,*
98,204,*,*,*,*,*,*,*,*,*,*,*,*
98,206,*,*,*,*,*,*,*,*,*,*,*,*
98,208,*,*,*,*,*,*,*,*,*,*,*,*
98,210,*,*,*,*,*,*,*,*,*,*,*,*
98,212,*,*,*,*,*,*,*,*,*,*,*,*
98,214,*,*,*,*,*,*,*,*,*,*,*,*
98,216,*,*,*,*,*,*,*,*,*,*,*,*
98,218,*,*,*,*,*,*,*,*,*,*,*,*
98,220,*,*,*,*,*,*,*,*,*,*,*,*
98,222,*,*,*,*,*,*,*,*,*,*,*,*
98,224,*,*,*,*,*,*,*,*,*,*,*,*
98,226,*,*,*,*,*,*,*,*,*,*,*,*
98,228,*,*,*,*,*,*,*,*,*,*,*,*
98,230,*,*,*,*,*,*,*,*,*,*,*,*
98,232,*,*,*,*,*,*,*,*,*,*,*,*
98,234,*,*,*,*,*,*,*,*,*,*,*,*
98,236,*,*,*,*,*,*,*,*,*,*,*,*
98,238,*,*,*,*,*,*,*,*,*,*,*,*
98,240,*,*,*,*,*,*,*,*,*,*,*,*
98,242,*,*,*,*,*,*,*,*,*,*,*,*
98,244,*,*,*,*,*,*,*,*,*,*,*,*
98,246,*,*,*,*,*,*,*,*,*,*,*,*
98,248,*,*,*,*,*,*,*,*,*,*,*,*
98,250,*,*,*,*,*,*,*,*,*,*,*,*
98,252,*,*,*,*,*,*,*,*,*,*,*,*
98,254,*,*,*,*,*,*,*,*,*,*,*,*
98,256,*,*,*,*,*,*,*,*,*,*,*,*
98,258,*,*,*,*,*,*,*,*,*,*,*,*
98,260,*,*,*,*,*,*,*,*,*,*,*,*
98,262,*,*,*,*,*,*,*,*,*,*,*,*
98,264,*,*,*,*,*,*,*,*,*,*,*,*
98,266,*,*,*,*,*,*,*,*,*,*,*,*
98,268,*,*,*,*,*,*,*,*,*,*,*,*
98,270,*,*,*,*,*,*,*,*,*,*,*,*
98,272,*,*,*,*,*,*,*,*,*,*,*,*
98,274,*,*,*,*,*,*,*,*,*,*,*,*
98,276,*,*,*,*,*,*,*,*,*,*,*,*
98,278,*,*,*,*,*,*,*,*,*,*,*,*
98,280,*,*,*,*,*,*,*,*,*,*,*,*
98,282,*,*,*,*,*,*,*,*,*,*,*,*
98,284,*,*,*,*,*,*,*,*,*,*,*,*
98,286,*,*,*,*,*,*,*,*,*,*,*,*
98,288,*,*,*,*,*,*,*,*,*,*,*,*
98,290,*,*,*,*,*,*,*,*,*,*,*,*
98,292,*,*,*,*,*,*,*,*,*,*,*,*
98,294,*,*,*,*,*,*,*,*,*,*,*,*
98,296,*,*,*,*,*,*,*,*,*,*,*,*
98,298,*,*,*,*,*,*,*,*,*,*,*,*
98,300,*,*,*,*,*,*,*,*,*,*,*,*
100,116,*,*,*,*,*,*,*,*,*,*,*,*
100,118,*,*,*,*,*,*,*,*,*,*,*,*
100,120,*,*,*,*,*,*,*,*,*,*,*,*
100,122,*,*,*,*,*,*,*,*,*,*,*,*
100,124,*,*,*,*,*,*,*,*,*,*,*,*
100,126,*,*,*,*,*,*,*,*,*,*,*,*
100,128,*,*,*,*,*,*,*,*,*,*,*,*
100,130,*,*,*,*,*,*,*,*,*,*,*,*
100,132,*,*,*,*,*,*,*,*,*,*,*,*
100,134,*,*,*,*,*,*,*,*,*,*,*,*
100,136,*,*,*,*,*,*,*,*,*,*,*,*
100,138,*,*,*,*,*,*,*,*,*,*,*,*
100,140,*,*,*,*,*,*,*,*,*,*,*,*
100,142,*,*,*,*,*,*,*,*,*,*,*,*
100,144,*,*,*,*,*,*,*,*,*,*,*,*
100,146,1837.170309,0.038678,1837.122065,0.015333,*,*,*,*,*,*,*,*
100,148,1851.54712,0.011695,1851.555677,0.008497,*,*,*,*,*,*,*,*
100,150,1865.522589,0.011933,1865.523927,0.007888,*,*,*,*,*,*,*,*
100,152,1878.921423,0.005686,1878.923178,0.005498,*,*,*,*,*,*,*,*
100,154,1890.977255,0.002783,1890.978647,0.002414,*,*,*,*,*,*,*,*
100,156,1902.537968,0.007166,1902.53726,0.0056,*,*,*,*,*,*,*,*
100,158,*,*,*,*,*,*,*,*,*,*,*,*
100,160,*,*,*,*,*,*,*,*,*,*,*,*
100,162,*,*,*,*,*,*,*,*,*,*,*,*
100,164,*,*,*,*,*,*,*,*,*,*,*,*
100,166,*,*,*,*,*,*,*,*,*,*,*,*
100,168,*,*,*,*,*,*,*,*,*,*,*,*
100,170,*,*,*,*,*,*,*,*,*,*,*,*
100,172,*,*,*,*,*,*,*,*,*,*,*,*
100,174,*,*,*,*,*,*,*,*,*,*,*,*
100,176,*,*,*,*,*,*,*,*,*,*,*,*
100,178,*,*,*,*,*,*,*,*,*,*,*,*
100,180,*,*,*,*,*,*,*,*,*,*,*,*
100,182,*,*,*,*,*,*,*,*,*,*,*,*
100,184,*,*,*,*,*,*,*,*,*,*,*,*
100,186,*,*,*,*,*,*,*,*,*,*,*,*
100,188,*,*,*,*,*,*,*,*,*,*,*,*
100,190,*,*,*,*,*,*,*,*,*,*,*,*
100,192,*,*,*,*,*,*,*,*,*,*,*,*
100,194,*,*,*,*,*,*,*,*,*,*,*,*
100,196,*,*,*,*,*,*,*,*,*,*,*,*
100,198,*,*,*,*,*,*,*,*,*,*,*,*
100,200,*,*,*,*,*,*,*,*,*,*,*,*
100,202,*,*,*,*,*,*,*,*,*,*,*,*
100,204,*,*,*,*,*,*,*,*,*,*,*,*
100,206,*,*,*,*,*,*,*,*,*,*,*,*
100,208,*,*,*,*,*,*,*,*,*,*,*,*
100,210,*,*,*,*,*,*,*,*,*,*,*,*
100,212,*,*,*,*,*,*,*,*,*,*,*,*
100,214,*,*,*,*,*,*,*,*,*,*,*,*
100,216,*,*,*,*,*,*,*,*,*,*,*,*
100,218,*,*,*,*,*,*,*,*,*,*,*,*
100,220,*,*,*,*,*,*,*,*,*,*,*,*
100,222,*,*,*,*,*,*,*,*,*,*,*,*
100,224,*,*,*,*,*,*,*,*,*,*,*,*
100,226,*,*,*,*,*,*,*,*,*,*,*,*
100,228,*,*,*,*,*,*,*,*,*,*,*,*
100,230,*,*,*,*,*,*,*,*,*,*,*,*
100,232,*,*,*,*,*,*,*,*,*,*,*,*
100,234,*,*,*,*,*,*,*,*,*,*,*,*
100,236,*,*,*,*,*,*,*,*,*,*,*,*
100,238,*,*,*,*,*,*,*,*,*,*,*,*
100,240,*,*,*,*,*,*,*,*,*,*,*,*
100,242,*,*,*,*,*,*,*,*,*,*,*,*
100,244,*,*,*,*,*,*,*,*,*,*,*,*
100,246,*,*,*,*,*,*,*,*,*,*,*,*
100,248,*,*,*,*,*,*,*,*,*,*,*,*
100,250,*,*,*,*,*,*,*,*,*,*,*,*
100,252,*,*,*,*,*,*,*,*,*,*,*,*
100,254,*,*,*,*,*,*,*,*,*,*,*,*
100,256,*,*,*,*,*,*,*,*,*,*,*,*
100,258,*,*,*,*,*,*,*,*,*,*,*,*
100,260,*,*,*,*,*,*,*,*,*,*,*,*
100,262,*,*,*,*,*,*,*,*,*,*,*,*
100,264,*,*,*,*,*,*,*,*,*,*,*,*
100,266,*,*,*,*,*,*,*,*,*,*,*,*
100,268,*,*,*,*,*,*,*,*,*,*,*,*
100,270,*,*,*,*,*,*,*,*,*,*,*,*
100,272,*,*,*,*,*,*,*,*,*,*,*,*
100,274,*,*,*,*,*,*,*,*,*,*,*,*
100,276,*,*,*,*,*,*,*,*,*,*,*,*
100,278,*,*,*,*,*,*,*,*,*,*,*,*
100,280,*,*,*,*,*,*,*,*,*,*,*,*
100,282,*,*,*,*,*,*,*,*,*,*,*,*
100,284,*,*,*,*,*,*,*,*,*,*,*,*
100,286,*,*,*,*,*,*,*,*,*,*,*,*
100,288,*,*,*,*,*,*,*,*,*,*,*,*
100,290,*,*,*,*,*,*,*,*,*,*,*,*
100,292,*,*,*,*,*,*,*,*,*,*,*,*
100,294,*,*,*,*,*,*,*,*,*,*,*,*
100,296,*,*,*,*,*,*,*,*,*,*,*,*
100,298,*,*,*,*,*,*,*,*,*,*,*,*
100,300,*,*,*,*,*,*,*,*,*,*,*,*
102,120,*,*,*,*,*,*,*,*,*,*,*,*
102,122,*,*,*,*,*,*,*,*,*,*,*,*
102,124,*,*,*,*,*,*,*,*,*,*,*,*
102,126,*,*,*,*,*,*,*,*,*,*,*,*
102,128,*,*,*,*,*,*,*,*,*,*,*,*
102,130,*,*,*,*,*,*,*,*,*,*,*,*
102,132,*,*,*,*,*,*,*,*,*,*,*,*
